"","id",".pred_class"
"35364",141065,"1"
"35365",141067,"3"
"35366",141075,"1"
"35367",141078,"3"
"35368",141079,"3"
"35369",141082,"1"
"35370",141086,"1"
"35371",141088,"1"
"35372",141089,"1"
"35373",141095,"1"
"35374",141096,"3"
"35375",141102,"3"
"35376",141104,"1"
"35377",141105,"1"
"35378",141109,"3"
"35379",141111,"1"
"35380",141113,"1"
"35381",141115,"1"
"35382",141117,"1"
"35383",141118,"1"
"35384",141121,"3"
"35385",141125,"1"
"35386",141130,"3"
"35387",141131,"3"
"35388",141134,"3"
"35389",141135,"1"
"35390",141136,"1"
"35391",141140,"3"
"35392",141141,"3"
"35393",141142,"1"
"35394",141148,"3"
"35395",141155,"3"
"35396",141157,"3"
"35397",141160,"1"
"35398",141165,"3"
"35399",141166,"3"
"35400",141168,"1"
"35401",141169,"1"
"35402",141174,"3"
"35403",141178,"1"
"35404",141179,"1"
"35405",141181,"1"
"35406",141184,"1"
"35407",141191,"1"
"35408",141193,"1"
"35409",141195,"3"
"35410",141197,"3"
"35411",141199,"3"
"35412",141200,"3"
"35413",141203,"1"
"35414",141204,"1"
"35415",141208,"1"
"35416",141210,"3"
"35417",141222,"3"
"35418",141224,"1"
"35419",141228,"3"
"35420",141229,"3"
"35421",141230,"1"
"35422",141234,"3"
"35423",141237,"3"
"35424",141239,"1"
"35425",141246,"1"
"35426",141255,"1"
"35427",141259,"3"
"35428",141263,"1"
"35429",141271,"1"
"35430",141273,"1"
"35431",141276,"1"
"35432",141278,"3"
"35433",141279,"3"
"35434",141286,"1"
"35435",141288,"3"
"35436",141292,"1"
"35437",141303,"1"
"35438",141309,"1"
"35439",141313,"1"
"35440",141330,"3"
"35441",141336,"3"
"35442",141339,"1"
"35443",141344,"3"
"35444",141347,"3"
"35445",141350,"1"
"35446",141351,"3"
"35447",141354,"1"
"35448",141356,"1"
"35449",141359,"1"
"35450",141361,"3"
"35451",141370,"3"
"35452",141372,"1"
"35453",141379,"3"
"35454",141381,"1"
"35455",141386,"1"
"35456",141391,"1"
"35457",141393,"1"
"35458",141394,"3"
"35459",141397,"3"
"35460",141399,"3"
"35461",141403,"3"
"35462",141408,"1"
"35463",141410,"1"
"35464",141412,"1"
"35465",141418,"1"
"35466",141419,"1"
"35467",141434,"3"
"35468",141435,"3"
"35469",141436,"1"
"35470",141439,"1"
"35471",141445,"3"
"35472",141446,"3"
"35473",141453,"1"
"35474",141454,"1"
"35475",141461,"1"
"35476",141462,"3"
"35477",141463,"1"
"35478",141466,"1"
"35479",141469,"3"
"35480",141472,"3"
"35481",141487,"3"
"35482",141488,"3"
"35483",141490,"1"
"35484",141496,"3"
"35485",141499,"3"
"35486",141500,"1"
"35487",141503,"1"
"35488",141508,"1"
"35489",141512,"1"
"35490",141513,"1"
"35491",141527,"1"
"35492",141533,"1"
"35493",141539,"1"
"35494",141553,"1"
"35495",141555,"1"
"35496",141564,"3"
"35497",141567,"3"
"35498",141571,"1"
"35499",141576,"1"
"35500",141589,"1"
"35501",141590,"1"
"35502",141595,"3"
"35503",141597,"3"
"35504",141600,"3"
"35505",141601,"3"
"35506",141603,"3"
"35507",141607,"1"
"35508",141612,"3"
"35509",141613,"3"
"35510",141617,"3"
"35511",141618,"1"
"35512",141622,"1"
"35513",141624,"1"
"35514",141625,"1"
"35515",141635,"1"
"35516",141637,"3"
"35517",141638,"1"
"35518",141656,"1"
"35519",141657,"3"
"35520",141659,"1"
"35521",141667,"1"
"35522",141672,"1"
"35523",141677,"3"
"35524",141680,"3"
"35525",141686,"1"
"35526",141689,"3"
"35527",141692,"1"
"35528",141693,"1"
"35529",141694,"1"
"35530",141707,"1"
"35531",141708,"1"
"35532",141710,"3"
"35533",141712,"1"
"35534",141717,"1"
"35535",141720,"3"
"35536",141723,"1"
"35537",141724,"1"
"35538",141728,"3"
"35539",141729,"3"
"35540",141733,"3"
"35541",141737,"3"
"35542",141738,"1"
"35543",141741,"1"
"35544",141744,"1"
"35545",141746,"1"
"35546",141748,"1"
"35547",141752,"3"
"35548",141753,"3"
"35549",141755,"3"
"35550",141756,"1"
"35551",141767,"3"
"35552",141779,"1"
"35553",141785,"1"
"35554",141790,"1"
"35555",141806,"1"
"35556",141810,"3"
"35557",141811,"1"
"35558",141812,"1"
"35559",141817,"1"
"35560",141818,"3"
"35561",141820,"1"
"35562",141827,"3"
"35563",141828,"1"
"35564",141829,"3"
"35565",141837,"1"
"35566",141838,"3"
"35567",141844,"1"
"35568",141851,"1"
"35569",141852,"1"
"35570",141854,"1"
"35571",141856,"1"
"35572",141857,"1"
"35573",141866,"1"
"35574",141868,"3"
"35575",141874,"3"
"35576",141875,"3"
"35577",141876,"3"
"35578",141877,"3"
"35579",141878,"3"
"35580",141886,"3"
"35581",141896,"3"
"35582",141901,"3"
"35583",141906,"1"
"35584",141907,"1"
"35585",141912,"3"
"35586",141913,"1"
"35587",141918,"3"
"35588",141931,"3"
"35589",141935,"1"
"35590",141945,"1"
"35591",141950,"3"
"35592",141956,"3"
"35593",141959,"1"
"35594",141962,"1"
"35595",141969,"1"
"35596",141971,"1"
"35597",141972,"1"
"35598",141978,"1"
"35599",141980,"1"
"35600",141983,"3"
"35601",141984,"3"
"35602",141985,"3"
"35603",141998,"3"
"35604",142001,"3"
"35605",142002,"3"
"35606",142006,"1"
"35607",142009,"3"
"35608",142017,"1"
"35609",142035,"1"
"35610",142037,"3"
"35611",142039,"3"
"35612",142047,"3"
"35613",142052,"1"
"35614",142060,"1"
"35615",142065,"1"
"35616",142071,"1"
"35617",142076,"3"
"35618",142077,"3"
"35619",142078,"3"
"35620",142086,"1"
"35621",142091,"1"
"35622",142098,"3"
"35623",142099,"1"
"35624",142103,"3"
"35625",142104,"3"
"35626",142107,"1"
"35627",142114,"3"
"35628",142118,"1"
"35629",142125,"3"
"35630",142133,"1"
"35631",142143,"3"
"35632",142148,"1"
"35633",142150,"1"
"35634",142151,"1"
"35635",142161,"1"
"35636",142164,"1"
"35637",142167,"1"
"35638",142168,"1"
"35639",142169,"3"
"35640",142170,"1"
"35641",142171,"1"
"35642",142175,"1"
"35643",142180,"1"
"35644",142186,"1"
"35645",142192,"3"
"35646",142196,"1"
"35647",142204,"1"
"35648",142206,"3"
"35649",142214,"3"
"35650",142215,"1"
"35651",142223,"1"
"35652",142228,"1"
"35653",142235,"3"
"35654",142243,"3"
"35655",142245,"3"
"35656",142251,"1"
"35657",142252,"1"
"35658",142253,"1"
"35659",142254,"3"
"35660",142271,"1"
"35661",142278,"3"
"35662",142283,"1"
"35663",142309,"1"
"35664",142310,"1"
"35665",142313,"1"
"35666",142319,"3"
"35667",142321,"1"
"35668",142322,"1"
"35669",142324,"1"
"35670",142337,"3"
"35671",142342,"1"
"35672",142347,"3"
"35673",142349,"3"
"35674",142354,"1"
"35675",142356,"1"
"35676",142359,"3"
"35677",142360,"1"
"35678",142368,"3"
"35679",142369,"1"
"35680",142376,"3"
"35681",142382,"3"
"35682",142384,"1"
"35683",142390,"3"
"35684",142394,"1"
"35685",142395,"1"
"35686",142396,"1"
"35687",142399,"1"
"35688",142407,"1"
"35689",142408,"1"
"35690",142409,"3"
"35691",142410,"1"
"35692",142412,"1"
"35693",142419,"1"
"35694",142432,"3"
"35695",142437,"1"
"35696",142445,"1"
"35697",142451,"3"
"35698",142454,"1"
"35699",142456,"3"
"35700",142457,"1"
"35701",142458,"1"
"35702",142459,"1"
"35703",142460,"1"
"35704",142466,"1"
"35705",142469,"1"
"35706",142478,"3"
"35707",142483,"1"
"35708",142486,"3"
"35709",142489,"3"
"35710",142490,"1"
"35711",142492,"1"
"35712",142493,"1"
"35713",142494,"1"
"35714",142498,"1"
"35715",142499,"1"
"35716",142501,"1"
"35717",142505,"1"
"35718",142506,"3"
"35719",142511,"1"
"35720",142514,"3"
"35721",142516,"1"
"35722",142520,"1"
"35723",142524,"1"
"35724",142525,"3"
"35725",142526,"1"
"35726",142531,"3"
"35727",142534,"3"
"35728",142538,"1"
"35729",142539,"3"
"35730",142540,"1"
"35731",142553,"1"
"35732",142554,"1"
"35733",142555,"3"
"35734",142566,"1"
"35735",142573,"1"
"35736",142581,"3"
"35737",142586,"1"
"35738",142588,"1"
"35739",142590,"1"
"35740",142597,"3"
"35741",142599,"1"
"35742",142600,"1"
"35743",142601,"1"
"35744",142602,"3"
"35745",142608,"1"
"35746",142613,"3"
"35747",142617,"1"
"35748",142627,"3"
"35749",142629,"3"
"35750",142632,"3"
"35751",142633,"1"
"35752",142642,"1"
"35753",142650,"1"
"35754",142654,"1"
"35755",142655,"1"
"35756",142660,"1"
"35757",142665,"3"
"35758",142667,"3"
"35759",142676,"3"
"35760",142679,"1"
"35761",142680,"1"
"35762",142681,"1"
"35763",142686,"1"
"35764",142690,"1"
"35765",142693,"1"
"35766",142694,"3"
"35767",142698,"1"
"35768",142699,"1"
"35769",142701,"3"
"35770",142703,"1"
"35771",142711,"1"
"35772",142714,"1"
"35773",142721,"1"
"35774",142722,"1"
"35775",142724,"3"
"35776",142733,"1"
"35777",142734,"1"
"35778",142736,"1"
"35779",142750,"1"
"35780",142752,"1"
"35781",142756,"3"
"35782",142760,"1"
"35783",142761,"3"
"35784",142763,"1"
"35785",142765,"1"
"35786",142766,"3"
"35787",142768,"3"
"35788",142770,"1"
"35789",142773,"3"
"35790",142780,"3"
"35791",142782,"1"
"35792",142791,"3"
"35793",142794,"1"
"35794",142795,"1"
"35795",142799,"1"
"35796",142801,"1"
"35797",142818,"1"
"35798",142829,"3"
"35799",142832,"1"
"35800",142835,"3"
"35801",142845,"1"
"35802",142863,"3"
"35803",142868,"1"
"35804",142884,"1"
"35805",142888,"1"
"35806",142889,"3"
"35807",142903,"1"
"35808",142912,"1"
"35809",142914,"1"
"35810",142917,"3"
"35811",142919,"3"
"35812",142924,"1"
"35813",142934,"3"
"35814",142940,"1"
"35815",142942,"1"
"35816",142946,"3"
"35817",142949,"1"
"35818",142950,"1"
"35819",142951,"1"
"35820",142952,"3"
"35821",142955,"1"
"35822",142960,"1"
"35823",142962,"1"
"35824",142968,"3"
"35825",142969,"1"
"35826",142974,"3"
"35827",142987,"3"
"35828",142989,"1"
"35829",142992,"3"
"35830",142993,"1"
"35831",142997,"3"
"35832",142998,"3"
"35833",142999,"1"
"35834",143000,"3"
"35835",143002,"1"
"35836",143012,"1"
"35837",143013,"1"
"35838",143015,"1"
"35839",143017,"1"
"35840",143018,"3"
"35841",143024,"3"
"35842",143029,"1"
"35843",143030,"3"
"35844",143036,"1"
"35845",143045,"1"
"35846",143046,"1"
"35847",143048,"1"
"35848",143049,"1"
"35849",143051,"1"
"35850",143055,"1"
"35851",143060,"1"
"35852",143071,"1"
"35853",143076,"1"
"35854",143087,"1"
"35855",143092,"1"
"35856",143099,"1"
"35857",143100,"1"
"35858",143101,"3"
"35859",143102,"3"
"35860",143111,"1"
"35861",143113,"1"
"35862",143115,"1"
"35863",143119,"1"
"35864",143123,"3"
"35865",143124,"1"
"35866",143132,"3"
"35867",143135,"1"
"35868",143136,"1"
"35869",143144,"1"
"35870",143148,"3"
"35871",143152,"1"
"35872",143153,"3"
"35873",143162,"1"
"35874",143168,"3"
"35875",143171,"3"
"35876",143172,"3"
"35877",143174,"1"
"35878",143179,"1"
"35879",143180,"1"
"35880",143191,"1"
"35881",143199,"1"
"35882",143200,"1"
"35883",143212,"1"
"35884",143213,"3"
"35885",143215,"1"
"35886",143216,"1"
"35887",143219,"1"
"35888",143225,"1"
"35889",143229,"1"
"35890",143237,"1"
"35891",143244,"1"
"35892",143245,"1"
"35893",143261,"1"
"35894",143264,"3"
"35895",143270,"1"
"35896",143273,"3"
"35897",143275,"3"
"35898",143282,"3"
"35899",143291,"1"
"35900",143292,"1"
"35901",143300,"3"
"35902",143304,"3"
"35903",143305,"3"
"35904",143309,"1"
"35905",143314,"3"
"35906",143317,"3"
"35907",143320,"1"
"35908",143321,"1"
"35909",143322,"3"
"35910",143326,"1"
"35911",143332,"1"
"35912",143333,"1"
"35913",143334,"3"
"35914",143338,"3"
"35915",143342,"1"
"35916",143345,"3"
"35917",143359,"1"
"35918",143363,"1"
"35919",143364,"1"
"35920",143366,"1"
"35921",143370,"1"
"35922",143373,"1"
"35923",143375,"1"
"35924",143378,"3"
"35925",143379,"1"
"35926",143380,"3"
"35927",143381,"3"
"35928",143382,"1"
"35929",143384,"1"
"35930",143401,"1"
"35931",143405,"3"
"35932",143407,"1"
"35933",143418,"3"
"35934",143419,"3"
"35935",143422,"1"
"35936",143423,"3"
"35937",143426,"3"
"35938",143427,"1"
"35939",143428,"3"
"35940",143430,"1"
"35941",143432,"1"
"35942",143435,"3"
"35943",143436,"1"
"35944",143438,"3"
"35945",143441,"3"
"35946",143443,"3"
"35947",143447,"1"
"35948",143454,"1"
"35949",143456,"1"
"35950",143458,"3"
"35951",143459,"3"
"35952",143462,"3"
"35953",143470,"1"
"35954",143474,"3"
"35955",143476,"1"
"35956",143480,"1"
"35957",143481,"3"
"35958",143486,"1"
"35959",143488,"3"
"35960",143490,"1"
"35961",143491,"1"
"35962",143500,"1"
"35963",143502,"1"
"35964",143503,"3"
"35965",143506,"1"
"35966",143508,"1"
"35967",143510,"1"
"35968",143512,"1"
"35969",143516,"3"
"35970",143519,"1"
"35971",143524,"1"
"35972",143529,"3"
"35973",143531,"1"
"35974",143546,"1"
"35975",143548,"3"
"35976",143551,"1"
"35977",143555,"1"
"35978",143557,"3"
"35979",143562,"3"
"35980",143564,"1"
"35981",143565,"1"
"35982",143569,"1"
"35983",143572,"1"
"35984",143574,"1"
"35985",143577,"3"
"35986",143584,"1"
"35987",143585,"1"
"35988",143590,"1"
"35989",143591,"1"
"35990",143593,"3"
"35991",143603,"3"
"35992",143613,"1"
"35993",143616,"1"
"35994",143626,"3"
"35995",143629,"3"
"35996",143631,"3"
"35997",143633,"1"
"35998",143635,"1"
"35999",143639,"3"
"36000",143644,"3"
"36001",143650,"1"
"36002",143664,"1"
"36003",143666,"3"
"36004",143674,"1"
"36005",143680,"1"
"36006",143681,"1"
"36007",143684,"1"
"36008",143693,"1"
"36009",143701,"3"
"36010",143703,"1"
"36011",143705,"3"
"36012",143708,"3"
"36013",143711,"1"
"36014",143712,"1"
"36015",143713,"1"
"36016",143722,"1"
"36017",143723,"1"
"36018",143727,"1"
"36019",143728,"1"
"36020",143734,"3"
"36021",143738,"1"
"36022",143740,"1"
"36023",143747,"1"
"36024",143748,"3"
"36025",143751,"1"
"36026",143756,"1"
"36027",143761,"1"
"36028",143762,"1"
"36029",143763,"3"
"36030",143765,"1"
"36031",143768,"3"
"36032",143770,"3"
"36033",143775,"1"
"36034",143777,"1"
"36035",143782,"1"
"36036",143784,"3"
"36037",143805,"1"
"36038",143809,"3"
"36039",143813,"3"
"36040",143815,"3"
"36041",143816,"1"
"36042",143821,"1"
"36043",143828,"3"
"36044",143829,"3"
"36045",143830,"1"
"36046",143835,"3"
"36047",143837,"1"
"36048",143838,"3"
"36049",143840,"1"
"36050",143842,"3"
"36051",143845,"3"
"36052",143848,"1"
"36053",143851,"3"
"36054",143853,"3"
"36055",143854,"3"
"36056",143856,"1"
"36057",143873,"3"
"36058",143879,"3"
"36059",143882,"3"
"36060",143884,"1"
"36061",143886,"1"
"36062",143888,"3"
"36063",143889,"1"
"36064",143890,"1"
"36065",143892,"3"
"36066",143895,"3"
"36067",143899,"3"
"36068",143904,"1"
"36069",143907,"1"
"36070",143913,"1"
"36071",143918,"1"
"36072",143925,"1"
"36073",143937,"1"
"36074",143942,"3"
"36075",143945,"3"
"36076",143959,"1"
"36077",143961,"3"
"36078",143964,"1"
"36079",143965,"3"
"36080",143971,"1"
"36081",143976,"1"
"36082",143982,"3"
"36083",143983,"1"
"36084",143987,"1"
"36085",144009,"3"
"36086",144012,"3"
"36087",144018,"1"
"36088",144020,"1"
"36089",144021,"1"
"36090",144022,"1"
"36091",144025,"1"
"36092",144026,"1"
"36093",144038,"1"
"36094",144041,"1"
"36095",144042,"1"
"36096",144043,"3"
"36097",144046,"3"
"36098",144047,"1"
"36099",144049,"1"
"36100",144052,"1"
"36101",144054,"1"
"36102",144055,"3"
"36103",144066,"3"
"36104",144070,"3"
"36105",144074,"3"
"36106",144080,"3"
"36107",144084,"1"
"36108",144085,"1"
"36109",144088,"3"
"36110",144096,"1"
"36111",144098,"1"
"36112",144100,"1"
"36113",144101,"1"
"36114",144104,"3"
"36115",144108,"3"
"36116",144109,"1"
"36117",144111,"1"
"36118",144115,"3"
"36119",144118,"1"
"36120",144122,"3"
"36121",144125,"1"
"36122",144132,"1"
"36123",144142,"3"
"36124",144145,"1"
"36125",144150,"1"
"36126",144152,"1"
"36127",144155,"3"
"36128",144159,"3"
"36129",144160,"3"
"36130",144170,"3"
"36131",144175,"3"
"36132",144178,"1"
"36133",144180,"1"
"36134",144184,"3"
"36135",144185,"1"
"36136",144195,"3"
"36137",144208,"3"
"36138",144209,"3"
"36139",144211,"1"
"36140",144214,"3"
"36141",144216,"3"
"36142",144217,"3"
"36143",144218,"1"
"36144",144219,"3"
"36145",144221,"1"
"36146",144224,"1"
"36147",144225,"1"
"36148",144234,"1"
"36149",144238,"1"
"36150",144241,"3"
"36151",144242,"3"
"36152",144249,"1"
"36153",144252,"1"
"36154",144268,"1"
"36155",144279,"1"
"36156",144289,"1"
"36157",144291,"3"
"36158",144293,"1"
"36159",144296,"3"
"36160",144298,"3"
"36161",144302,"3"
"36162",144304,"1"
"36163",144311,"1"
"36164",144319,"1"
"36165",144320,"3"
"36166",144324,"1"
"36167",144326,"1"
"36168",144328,"1"
"36169",144329,"1"
"36170",144340,"1"
"36171",144348,"1"
"36172",144357,"1"
"36173",144368,"1"
"36174",144369,"3"
"36175",144373,"3"
"36176",144378,"3"
"36177",144381,"3"
"36178",144390,"1"
"36179",144391,"3"
"36180",144394,"1"
"36181",144397,"3"
"36182",144400,"1"
"36183",144404,"1"
"36184",144406,"1"
"36185",144416,"1"
"36186",144417,"3"
"36187",144424,"3"
"36188",144428,"1"
"36189",144429,"1"
"36190",144431,"3"
"36191",144434,"3"
"36192",144435,"3"
"36193",144436,"3"
"36194",144437,"1"
"36195",144444,"3"
"36196",144446,"1"
"36197",144450,"3"
"36198",144454,"1"
"36199",144455,"3"
"36200",144459,"1"
"36201",144460,"3"
"36202",144462,"1"
"36203",144467,"3"
"36204",144470,"3"
"36205",144473,"3"
"36206",144474,"3"
"36207",144475,"3"
"36208",144478,"3"
"36209",144480,"1"
"36210",144484,"3"
"36211",144488,"3"
"36212",144493,"3"
"36213",144502,"3"
"36214",144504,"1"
"36215",144505,"1"
"36216",144506,"3"
"36217",144515,"3"
"36218",144519,"1"
"36219",144522,"1"
"36220",144526,"1"
"36221",144533,"1"
"36222",144535,"1"
"36223",144538,"1"
"36224",144542,"3"
"36225",144554,"1"
"36226",144555,"1"
"36227",144557,"1"
"36228",144559,"1"
"36229",144576,"1"
"36230",144584,"3"
"36231",144585,"1"
"36232",144586,"1"
"36233",144591,"1"
"36234",144598,"1"
"36235",144600,"3"
"36236",144604,"1"
"36237",144608,"3"
"36238",144614,"1"
"36239",144615,"1"
"36240",144619,"1"
"36241",144630,"1"
"36242",144635,"1"
"36243",144645,"1"
"36244",144649,"1"
"36245",144650,"3"
"36246",144655,"1"
"36247",144659,"3"
"36248",144661,"3"
"36249",144668,"3"
"36250",144671,"1"
"36251",144672,"1"
"36252",144680,"1"
"36253",144683,"3"
"36254",144687,"1"
"36255",144688,"1"
"36256",144694,"3"
"36257",144704,"1"
"36258",144705,"1"
"36259",144708,"1"
"36260",144712,"3"
"36261",144715,"1"
"36262",144716,"3"
"36263",144717,"1"
"36264",144718,"1"
"36265",144722,"1"
"36266",144727,"1"
"36267",144728,"1"
"36268",144730,"1"
"36269",144731,"3"
"36270",144733,"3"
"36271",144740,"1"
"36272",144744,"3"
"36273",144746,"3"
"36274",144750,"3"
"36275",144758,"3"
"36276",144759,"1"
"36277",144764,"1"
"36278",144766,"1"
"36279",144767,"3"
"36280",144771,"1"
"36281",144773,"3"
"36282",144774,"1"
"36283",144791,"3"
"36284",144792,"1"
"36285",144795,"3"
"36286",144799,"3"
"36287",144800,"1"
"36288",144806,"1"
"36289",144807,"1"
"36290",144810,"1"
"36291",144813,"1"
"36292",144814,"3"
"36293",144815,"3"
"36294",144820,"1"
"36295",144821,"1"
"36296",144826,"3"
"36297",144828,"3"
"36298",144830,"3"
"36299",144835,"3"
"36300",144838,"1"
"36301",144849,"3"
"36302",144859,"1"
"36303",144865,"3"
"36304",144869,"3"
"36305",144870,"3"
"36306",144873,"1"
"36307",144877,"1"
"36308",144883,"1"
"36309",144885,"3"
"36310",144886,"3"
"36311",144888,"1"
"36312",144895,"3"
"36313",144906,"1"
"36314",144907,"1"
"36315",144916,"1"
"36316",144918,"1"
"36317",144924,"1"
"36318",144925,"3"
"36319",144926,"1"
"36320",144929,"3"
"36321",144935,"3"
"36322",144936,"3"
"36323",144944,"1"
"36324",144945,"3"
"36325",144947,"1"
"36326",144949,"1"
"36327",144955,"3"
"36328",144958,"3"
"36329",144961,"3"
"36330",144978,"3"
"36331",144980,"3"
"36332",144981,"3"
"36333",144986,"1"
"36334",144989,"1"
"36335",144991,"3"
"36336",144992,"3"
"36337",144993,"1"
"36338",144994,"3"
"36339",144995,"3"
"36340",144998,"1"
"36341",145000,"1"
"36342",145006,"1"
"36343",145010,"1"
"36344",145016,"3"
"36345",145022,"3"
"36346",145023,"3"
"36347",145024,"1"
"36348",145030,"1"
"36349",145034,"1"
"36350",145036,"1"
"36351",145038,"1"
"36352",145039,"3"
"36353",145041,"1"
"36354",145051,"1"
"36355",145060,"1"
"36356",145062,"1"
"36357",145066,"1"
"36358",145069,"1"
"36359",145074,"1"
"36360",145075,"3"
"36361",145082,"1"
"36362",145084,"3"
"36363",145092,"3"
"36364",145094,"3"
"36365",145097,"1"
"36366",145104,"3"
"36367",145120,"1"
"36368",145121,"3"
"36369",145135,"1"
"36370",145140,"3"
"36371",145141,"1"
"36372",145169,"3"
"36373",145174,"1"
"36374",145177,"1"
"36375",145184,"3"
"36376",145190,"1"
"36377",145194,"3"
"36378",145197,"1"
"36379",145204,"1"
"36380",145222,"3"
"36381",145239,"1"
"36382",145240,"1"
"36383",145243,"1"
"36384",145253,"1"
"36385",145258,"3"
"36386",145261,"1"
"36387",145266,"3"
"36388",145269,"3"
"36389",145276,"3"
"36390",145278,"3"
"36391",145279,"1"
"36392",145280,"3"
"36393",145293,"1"
"36394",145303,"1"
"36395",145319,"1"
"36396",145321,"1"
"36397",145323,"1"
"36398",145326,"3"
"36399",145335,"3"
"36400",145336,"3"
"36401",145341,"1"
"36402",145342,"1"
"36403",145348,"1"
"36404",145355,"1"
"36405",145358,"3"
"36406",145361,"1"
"36407",145366,"3"
"36408",145367,"3"
"36409",145369,"1"
"36410",145372,"1"
"36411",145378,"3"
"36412",145381,"3"
"36413",145384,"1"
"36414",145388,"3"
"36415",145401,"3"
"36416",145403,"3"
"36417",145404,"3"
"36418",145407,"3"
"36419",145410,"1"
"36420",145412,"3"
"36421",145413,"1"
"36422",145415,"3"
"36423",145417,"1"
"36424",145418,"1"
"36425",145421,"1"
"36426",145422,"1"
"36427",145428,"3"
"36428",145432,"3"
"36429",145433,"3"
"36430",145439,"3"
"36431",145442,"3"
"36432",145444,"1"
"36433",145445,"1"
"36434",145453,"1"
"36435",145454,"1"
"36436",145457,"1"
"36437",145462,"3"
"36438",145464,"1"
"36439",145465,"1"
"36440",145470,"1"
"36441",145473,"1"
"36442",145481,"3"
"36443",145486,"3"
"36444",145490,"3"
"36445",145491,"1"
"36446",145497,"1"
"36447",145502,"3"
"36448",145504,"1"
"36449",145506,"1"
"36450",145520,"1"
"36451",145523,"3"
"36452",145531,"3"
"36453",145532,"3"
"36454",145539,"3"
"36455",145542,"1"
"36456",145549,"3"
"36457",145554,"1"
"36458",145555,"1"
"36459",145558,"3"
"36460",145559,"1"
"36461",145562,"1"
"36462",145563,"1"
"36463",145564,"1"
"36464",145567,"1"
"36465",145569,"1"
"36466",145573,"1"
"36467",145577,"3"
"36468",145581,"3"
"36469",145583,"1"
"36470",145586,"3"
"36471",145587,"3"
"36472",145603,"1"
"36473",145605,"1"
"36474",145606,"1"
"36475",145610,"1"
"36476",145615,"3"
"36477",145617,"1"
"36478",145621,"1"
"36479",145623,"1"
"36480",145627,"3"
"36481",145633,"1"
"36482",145634,"3"
"36483",145640,"1"
"36484",145641,"1"
"36485",145644,"3"
"36486",145645,"1"
"36487",145647,"3"
"36488",145649,"1"
"36489",145652,"1"
"36490",145655,"3"
"36491",145663,"1"
"36492",145666,"1"
"36493",145667,"1"
"36494",145673,"3"
"36495",145675,"3"
"36496",145678,"1"
"36497",145679,"1"
"36498",145688,"1"
"36499",145694,"1"
"36500",145698,"3"
"36501",145701,"1"
"36502",145703,"1"
"36503",145706,"3"
"36504",145709,"1"
"36505",145720,"1"
"36506",145726,"3"
"36507",145730,"1"
"36508",145734,"3"
"36509",145737,"1"
"36510",145744,"1"
"36511",145745,"3"
"36512",145746,"3"
"36513",145747,"1"
"36514",145748,"3"
"36515",145749,"1"
"36516",145752,"1"
"36517",145753,"3"
"36518",145767,"1"
"36519",145769,"1"
"36520",145770,"3"
"36521",145772,"3"
"36522",145774,"1"
"36523",145776,"1"
"36524",145791,"1"
"36525",145796,"1"
"36526",145801,"1"
"36527",145802,"1"
"36528",145805,"1"
"36529",145811,"1"
"36530",145815,"3"
"36531",145825,"1"
"36532",145827,"1"
"36533",145834,"1"
"36534",145836,"1"
"36535",145839,"1"
"36536",145840,"3"
"36537",145844,"1"
"36538",145846,"1"
"36539",145849,"3"
"36540",145852,"1"
"36541",145853,"3"
"36542",145855,"3"
"36543",145862,"1"
"36544",145864,"1"
"36545",145868,"3"
"36546",145870,"3"
"36547",145874,"3"
"36548",145875,"3"
"36549",145877,"1"
"36550",145879,"3"
"36551",145881,"1"
"36552",145884,"1"
"36553",145886,"1"
"36554",145887,"3"
"36555",145891,"3"
"36556",145896,"3"
"36557",145897,"3"
"36558",145898,"3"
"36559",145901,"1"
"36560",145902,"1"
"36561",145903,"1"
"36562",145905,"1"
"36563",145906,"1"
"36564",145911,"1"
"36565",145914,"1"
"36566",145917,"1"
"36567",145920,"3"
"36568",145922,"3"
"36569",145925,"1"
"36570",145938,"1"
"36571",145939,"3"
"36572",145948,"1"
"36573",145950,"3"
"36574",145954,"1"
"36575",145968,"3"
"36576",145973,"3"
"36577",145977,"3"
"36578",145980,"3"
"36579",145986,"3"
"36580",145988,"3"
"36581",145993,"3"
"36582",145994,"3"
"36583",145999,"1"
"36584",146003,"1"
"36585",146007,"3"
"36586",146008,"1"
"36587",146010,"1"
"36588",146011,"1"
"36589",146012,"1"
"36590",146016,"1"
"36591",146017,"3"
"36592",146020,"3"
"36593",146021,"3"
"36594",146026,"3"
"36595",146035,"1"
"36596",146041,"3"
"36597",146042,"3"
"36598",146043,"1"
"36599",146045,"1"
"36600",146056,"1"
"36601",146060,"1"
"36602",146061,"3"
"36603",146065,"1"
"36604",146068,"3"
"36605",146071,"1"
"36606",146075,"3"
"36607",146078,"1"
"36608",146081,"1"
"36609",146082,"3"
"36610",146085,"3"
"36611",146088,"3"
"36612",146094,"3"
"36613",146095,"1"
"36614",146100,"1"
"36615",146105,"3"
"36616",146109,"3"
"36617",146112,"3"
"36618",146119,"3"
"36619",146122,"1"
"36620",146125,"1"
"36621",146129,"1"
"36622",146131,"1"
"36623",146135,"3"
"36624",146136,"1"
"36625",146137,"1"
"36626",146141,"3"
"36627",146143,"3"
"36628",146152,"1"
"36629",146154,"3"
"36630",146158,"1"
"36631",146161,"3"
"36632",146164,"3"
"36633",146167,"3"
"36634",146181,"1"
